Yi-dai-zong-shi-(China)	Weinstein Co.	Action
Top-Gun	Paramount Pictures	Action
Oldboy-(2013)	FilmDistrict	Action
Race-2	UTV Communications	Action
Red-Dawn-(2010)	Open Road	Action
Shootout-at-Wadala	Eros Entertainment	Action
Lone-Survivor	Universal	Action
Himmatwala	UTV Communications	Action
Cinco-de-Mayo-La-Batalla	Lionsgate	Action
Jeonseolui-Joomeok	CJ Entertainment	Action
flic-Un	Rialto Pictures	Action
Yip-Man-Jung-gik-yat-jin	Well Go USA	Action
Tai-Chi-Hero	Well Go USA	Action
Sweeney-The	Entertainment One	Action
Bai-she-chuan-shuo	Magnolia Pictures	Action
Violet-and-Daisy	Cinedigm	Action
Pawn-Shop-Chronicles	Anchor Bay Entert…	Action
Package-The-(2012)	Anchor Bay Entert…	Action
Hammer-of-the-Gods	Magnet Pictures	Action
Guardians-of-the-Galaxy	Walt Disney	Action
Captain-America-The-Winter-Soldier	Walt Disney	Action
Transformers-Age-of-Extinction	Paramount Pictures	Action
X-Men-Days-of-Future-Past	20th Century Fox	Action
Amazing-Spider-Man-2-The	Sony Pictures	Action
Godzilla-(2014)	Warner Bros.	Action
Lucy	Universal	Action
Lone-Survivor	Universal	Action
300-Rise-of-an-Empire	Warner Bros.	Action
Maze-Runner-The	20th Century Fox	Action
Equalizer-The	Sony Pictures	Action
Edge-of-Tomorrow	Warner Bros.	Action
Non-Stop-(2013)	Universal	Action
RoboCop-(2013)	Sony Pictures	Action
Dracula-Untold	Universal	Action
Jack-Ryan-Shadow-Recruit	Paramount Pictures	Action
Need-for-Speed	Walt Disney	Action
John-Wick	Lionsgate	Action
Expendables-3-The	Lionsgate	Action
Walk-Among-the-Tombstones-A-(2014)	Universal	Action
Pompeii	Sony Pictures	Action
Brick-Mansions	Relativity	Action
I-Frankenstein	Lionsgate	Action
Sin-City-A-Dame-to-Kill-For	Weinstein Co.	Action
Sabotage	Open Road	Action
47-Ronin	Universal	Action
Thor-The-Dark-World	Walt Disney	Action
Myeong-ryang	CJ Entertainment	Action
Serbuan-maut-2-Berandal	Sony Pictures Cla…	Action
Bang-Bang	FIP	Action
Kick	UTV Communications	Action
Singham-Returns	Eros Entertainment	Action
Jai-Ho	Eros Entertainment	Action
Kochadaiiyaan	Eros Entertainment	Action
Ek-Villain	Eros Entertainment	Action
Innocence-(2014)	JSC Entertainment	Action
Breakup-Guru-The	China Lion Film D…	Action
Dhoom-3	Yash Raj Films	Action
Action-Jackson	Lorimar Motion Pi…	Action
